Application_1000086665	1
Application_1000158214	5
Application_1000311556	11
Application_1000334415	2
Application_1000339879	0
Application_100034150	9
Application_1000386745	4
Application_1000474975	8
Application_1000557783	8
Application_1000604502	11
Application_1000610355	13
Application_1000647090	13
Application_1000671285	10
Application_1000691650	12
Application_1000806256	2
Application_1000856802	5
Application_1000867366	5
Application_1000956993	3
Application_1001114274	10
Application_1001177986	4
Application_1001274919	3
Application_1001484676	4
Application_1001624285	4
Application_1001854554	1
Application_1001858108	4
Application_1001866944	3
Application_1002013470	13
Application_1002032547	1
Application_1002051388	2
Application_1002129113	4
Application_1002324382	5
Application_1002348901	11
Application_100239804	4
Application_1002442935	1
Application_1002485344	0
Application_1002567868	2
Application_1002602375	4
Application_1002626536	6
Application_1002664914	12
Application_1002747267	2
Application_1002843616	8
Application_1002961837	10
Application_1002996676	11
Application_100305707	5
Application_1003092772	13
Application_1003146166	1
Application_1003184938	3
Application_1003213123	2
Application_1003239424	1
Application_1003257895	13
Application_1003264681	3
Application_1003291296	11
Application_1003335792	1
Application_1003444518	0
Application_1003445359	5
Application_1003568418	11
Application_1003575962	11
Application_1003594594	11
Application_1003634925	5
Application_1003639640	8
Application_1003879772	4
Application_1003896153	13
Application_1003963311	5
Application_1004293292	5
Application_1004303396	4
Application_1004317586	2
Application_100433898	4
Application_1004385970	3
Application_1004515382	5
Application_1004573204	11
Application_1004581995	1
Application_1004601801	10
Application_1004618053	5
Application_1004667877	4
Application_1004702768	5
Application_1004718670	4
Application_1004752022	12
Application_1004788187	7
Application_1004817800	12
Application_1004853526	5
Application_1004943461	5
Application_1004972579	5
Application_1005003910	5
Application_1005037911	1
Application_1005228320	10
Application_1005342157	3
Application_1005395271	1
Application_1005465952	3
Application_1005568510	6
Application_1005586643	5
Application_1005604553	0
Application_1005677212	3
Application_1005734659	10
Application_1005851562	5
Application_1005878170	0
Application_100589233	2
Application_1006019928	3
Application_1006058240	2
Application_1006138809	6
Application_1006164631	13
Application_1006214165	4
Application_1006347888	11
Application_1006372947	4
Application_1006457880	6
Application_1006458332	3
Application_1006489560	8
Application_1006959642	10
Application_1006996577	11
Application_1007147744	1
Application_1007255451	11
Application_1007290684	3
Application_1007340039	9
Application_1007423229	13
Application_1007501706	12
Application_1007507108	10
Application_1007516030	3
Application_1007530778	10
Application_1007601292	13
Application_1007607428	11
Application_1007766945	6
Application_1007846031	13
Application_1007929195	4
Application_1008012118	1
Application_1008205514	3
Application_100833857	5
Application_1008474739	7
Application_1008477029	9
Application_1008513010	3
Application_100853745	13
Application_1008548242	10
Application_1008663678	2
Application_1008776960	0
Application_1008803681	13
Application_1008820487	0
Application_1008848932	12
Application_100886157	10
Application_1008885658	4
Application_1008893228	0
Application_1008926043	13
Application_100896625	11
Application_1008980114	9
Application_1009117608	3
Application_1009170679	3
Application_1009201632	7
Application_1009220910	5
Application_100930614	11
Application_1009327734	4
Application_1009342776	12
Application_1009359277	13
Application_100942591	4
Application_1009442649	0
Application_1009443818	0
Application_1009466765	11
Application_1009604939	13
Application_1009728487	13
Application_1009741271	1
Application_1009792822	8
Application_1009850069	10
Application_1009860656	5
Application_1009921342	11
Application_1009927186	5
Application_1009956698	4
Application_1010016709	3
Application_1010084086	7
Application_101013624	8
Application_1010146666	6
Application_101015826	0
Application_1010273024	3
Application_1010284825	8
Application_1010390571	2
Application_1010573951	8
Application_1010578897	0
Application_1010579931	5
Application_1010651948	3
Application_1010657155	10
Application_101073762	0
Application_1010778247	10
Application_1010825982	3
Application_101092690	3
Application_1011007304	4
Application_1011122543	13
Application_1011124726	5
Application_1011166304	5
Application_1011256754	1
Application_1011449253	5
Application_1011514458	12
Application_1011657063	2
Application_1011711759	0
Application_1011743105	4
Application_1011752493	6
Application_1011891800	10
Application_1011933027	1
Application_1012033620	11
Application_1012036369	8
Application_1012242407	1
Application_1012362506	5
Application_1012472852	7
Application_1012566167	4
Application_1012600292	6
Application_1012691702	2
Application_1012695759	13
Application_1012709826	8
Application_1012714056	6
Application_1012727008	3
Application_101281963	4
Application_101285063	7
Application_1012862839	2
Application_1012880100	3
Application_1013192848	9
Application_1013194708	10
Application_1013244911	6
Application_1013496029	11
Application_1013542133	5
Application_1013582921	13
Application_1013759462	10
Application_1013989329	1
Application_1013997167	1
Application_1014199128	8
Application_10142236	1
Application_1014252876	11
Application_1014284368	7
Application_1014301064	13
Application_1014473740	11
Application_1014628070	1
Application_1014738976	2
Application_1014760259	2
Application_1014798002	2
Application_1014808270	4
Application_1014824736	6
Application_1014917757	11
Application_1014987100	10
Application_1015071619	3
Application_1015084008	8
Application_1015183847	4
Application_1015245209	3
Application_1015296509	4
Application_1015311658	3
Application_1015323110	0
Application_1015357327	5
Application_1015358885	10
Application_101540725	3
Application_1015413412	11
Application_1015478096	11
Application_101548356	0
Application_1015522224	12
Application_1015528427	8
Application_1015546073	8
Application_1015602490	10
Application_1015666669	1
Application_1015673643	6
Application_1015777884	2
Application_1015829712	7
Application_1015843971	11
Application_1015944019	4
Application_101604435	4
Application_1016139280	11
Application_1016282069	4
Application_1016339725	2
Application_101639139	8
Application_1016451751	10
Application_1016463575	4
Application_1016541821	2
Application_1016632627	4
Application_1016735	0
Application_1016778548	5
Application_1016792765	11
Application_1016809148	11
Application_1016816804	4
Application_1016977130	4
Application_1017028247	6
Application_1017053119	10
Application_1017054863	5
Application_1017064738	5
Application_1017105040	11
Application_1017122987	11
Application_1017220956	9
Application_101731242	0
Application_1017437265	11
Application_1017445442	11
Application_1017492916	1
Application_1017548876	10
Application_1017578132	4
Application_1017620318	10
Application_1017623303	9
Application_1017644369	1
Application_1017661250	3
Application_1017685010	0
Application_1017777344	10
Application_1017828639	4
Application_1017917646	11
Application_1017927606	11
Application_1018089402	2
Application_1018249155	13
Application_1018266027	13
Application_1018276550	11
Application_1018407971	8
Application_1018538193	6
Application_1018583202	1
Application_1018615109	10
Application_1018658664	13
Application_1018770495	5
Application_101881919	3
Application_1019051515	6
Application_1019084704	7
Application_1019266700	9
Application_1019277788	12
Application_1019299562	3
Application_1019357279	1
Application_1019452946	7
Application_1019469082	11
Application_1019603677	6
Application_1019687793	13
Application_1019714896	4
Application_101973919	4
Application_1019756607	4
Application_1019781911	4
Application_1019849833	2
Application_1020019812	7
Application_1020036346	1
Application_1020070367	1
Application_102018713	13
Application_1020232709	8
Application_1020381296	4
Application_1020410553	13
Application_102041449	1
Application_1020606169	9
Application_1020696982	4
Application_1020735316	13
Application_1020750988	5
Application_1020792873	5
Application_1020808066	4
Application_1020819842	9
Application_1020826018	11
Application_1020830584	2
Application_1020832049	10
Application_1020990376	3
Application_1021332815	12
Application_1021352275	7
Application_1021365915	4
Application_1021431020	1
Application_1021582856	13
Application_1021585422	9
Application_1021612767	2
Application_102167608	8
Application_1021748617	2
Application_1021758905	3
Application_1021913039	2
Application_102200568	4
Application_1022053539	4
Application_1022069965	2
Application_1022084723	13
Application_102217911	1
